0.133974596215561,0.00145985401459854
0.0603073792140916,0.00134589502018843
0.015192246987792,0.00123915737298637
0,0.00114285714285714
0.015192246987792,0.00126903553299492
0.0603073792140916,0.00134770889487871
0.133974596215561,0.00146627565982405
0.180847955711008,0.00158227848101266
0.233955556881022,0.0017921146953405
0.357212390313461,0.00186915887850467
0.5,0.00210970464135021
0.657979856674331,0.00235849056603774
0.741180954897479,0.00246913580246914
0.82635182233307,0.00261780104712042
0.912844257252342,0.00284900284900285
1,0.00290697674418605
1.08715574274766,0.00297619047619048
1.17364817766693,0.00311526479750779
1.25881904510252,0.00324675324675325
1.5,0.00338983050847458
